Stock Code,Market Value of Equity,Total Market Value,Stock Return,Total Investment Expenditure,Amortization and Depreciation,Book Value,Operating Income after Depreciation,Annual Dividends,Leverage,Cash,Age,Size,Investment2019,Investment2018,V/P,Difference
600818,2836458.29,2836458.29,-0.041801,39946.787580000004,30491.92662,1276406.231,273789.1364,74470.64511,0.37663,6013.291575,0.602059991,5.971477856,6334.756848,9454.860960000005,0.5131872058894799,-3120.1041120000054
848,7699656.86,7701288.67,0.042384,136283.9264,42348.11273,1924914.215,549563.0084,139039.4411,0.6665300000000001,34039.69592,1.176091259,8.018104343,83133.19512,93935.81367,0.30923858820355793,-10802.61855
600527,2514550.24,3016150.24,0.029557,34952.24834,13830.026319999999,1181838.613,305505.2814,77903.84676,0.74411,71935.18322,0.602059991,6.168199945,42899.23291,21122.22202,0.5641862497827969,21777.010889999998
300798,676418.2,6763355.42,0.261886,10078.63118,5495.897875,243510.552,55276.8953,10668.44079,0.93534,26377.08614,1.51851394,4.814292688,9843.711139000001,4582.733305000001,0.41757786834459504,5260.977834
600132,25147143.45,25147143.45,0.067379,407383.7239,273475.185,8801500.207999999,2283989.304,616677.1120000001,0.90445,1308908.817,0.301029996,5.689674468,200862.8083,133908.53889999999,0.4204087748256432,66954.26940000002
920,2800828.86,2802080.0,0.029457,35850.609410000005,26607.87417,1596472.45,277786.2063,57501.74471,0.33521999999999996,16532.272,1.176091259,6.164845644,20962.52352,9242.735240000005,0.6198702812340315,11719.788279999993
603477,1368810.0,2894400.0,0.041451,18615.816000000003,14714.7075,451707.3,102311.7035,16472.184259999998,0.8014399999999999,103069.584,0.477121255,4.848820755,8153.3167650000005,3901.108500000002,0.38291120503423554,4252.208264999998
2145,6953300.7,6953743.17,0.040476,90392.9091,34766.5035,1182061.119,283694.6686,54185.68169,0.7904800000000001,34490.566119999996,1.113943352,5.750692696000001,59186.49556,55626.405600000006,0.20020747136809544,3560.0899599999975
600231,7648188.37,7648188.37,0.01845,109369.0937,66921.64824,1606119.5580000002,326042.2702,66186.58085,1.17236,374608.2664,1.4149733480000002,5.252257042,43169.05203,42447.44546,0.23666884519907294,721.6065699999963
600076,4540419.53,4540419.53,0.042755,59025.45389,31782.93671,1952380.398,507618.9035,114214.2533,0.3339,34053.14648,0.301029996,5.304469955,48137.52786,27242.517179999995,0.5175407760320685,20895.010680000007
600416,6753257.08,6753257.08,0.18408,110753.4161,68376.72794,3309095.9689999996,623764.5902,135356.9161,0.7670600000000001,333003.1066,1.113943352,5.681047985,31062.11243,42376.688160000005,0.5423820830713703,-11314.575730000004
780,3042918.97,3042918.97,0.020408000000000003,38949.36282,19018.24356,1643176.244,292485.3714,58204.588910000006,0.72734,145116.8057,1.51851394,6.31016756,10045.2841,19931.119260000003,0.5902932275134858,-9885.835160000002
2085,14796148.56,15308157.75,0.029412,168922.6961,147961.4856,7546035.766,1969515.335,346634.6989,0.39,586914.7681,0.602059991,5.209705222,11528.66575,20961.210499999986,0.615489176872044,-9432.544749999986
600354,2739292.8,2739292.8,0.133188,47937.624,17120.58,849180.7679999999,233524.7112,58614.70251,1.09574,83849.75261,1.255272505,5.307162728,29800.08155,30817.044,0.3790832148000652,-1016.9624500000027
600381,3164257.39,3164257.39,-0.044326,54741.65285,32433.63825,949277.2170000001,151409.7161,37246.790160000004,0.63625,164826.1674,1.491361694,5.86398996,36495.91188,22308.0146,0.32006254031511383,14187.897280000001
600543,1859284.8,1859284.8,0.047016,30306.342239999998,9528.8346,483414.04799999995,142123.7301,32404.210469999998,0.6089,86958.7501,0.77815125,5.686387354,9412.210961,20777.507639999996,0.32487853797467925,-11365.296678999995
600218,4122680.9,4122680.9,0.084384,55243.924060000005,37104.1281,1195577.461,331772.7454,63036.82163,1.1835799999999999,188241.6099,1.176091259,5.529057744,25250.595980000002,18139.795960000003,0.35633649079078034,7110.800019999999
868,3728202.69,3930644.34,0.14285699999999998,27961.52018,30757.672189999997,2125075.5330000003,452641.0886,74233.13853,0.99726,21972.30186,0.602059991,5.874687945,-3299.4593809999997,-2796.152009999998,0.6508354154221202,-503.3073710000017
600199,3462478.26,4098074.21,0.10854100000000001,46397.20868,17745.201080000003,1765863.9130000002,334631.2114,64918.45502,1.0792700000000002,34874.61153,1.322219295,5.578744052999999,64581.62512999999,28652.0076,0.5655427055391661,35929.61752999999
601106,19025580.0,19956148.32,0.039286,115104.759,133179.06,10654324.8,3153680.1410000003,555047.7048,0.4389,747756.8776,0.9542425090000001,4.62,370267.9749,-18074.300999999992,0.7025384325264492,388342.27589999995
603956,706669.3,7066678.06,0.057362,10187.81574,4946.6851,120133.781,32255.9202,7934.9563689999995,0.38159,178857.6217,0.477121255,5.193968314,5293.541948,5241.13064,0.20642494990691226,52.411307999999735
600497,18877354.05,22299857.07,0.06829299999999999,317139.548,165176.8479,5851979.756,1357659.303,270174.2014,1.23491,129562.1696,0.301029996,7.303302133,180227.7623,151962.70010000002,0.36162485849786136,28265.062199999986
600482,17396571.36,33899919.24,-0.089668,114817.371,147870.8566,6958628.544,1186446.1670000001,227797.664,0.7245,1513631.394,0.6989700040000001,6.03,612801.6448,-33053.4856,0.4332477132999385,645855.1304
2752,5096648.25,5115728.39,0.086726,64727.432779999996,30579.8895,1783826.888,420983.1455,72830.08416,0.15566,53510.51896,1.477121255,5.224029944,16459.115859999998,34147.54328,0.4105085578572137,-17688.42742
600251,4285237.36,4285237.36,0.032136,65564.13161,37495.8269,2399732.922,693522.8143,173380.7036,1.0522200000000002,109959.1907,1.0791812459999999,5.547122193,46340.771069999995,28068.304709999997,0.6954149440652125,18272.46636
600160,19984809.23,19984809.23,0.10638299999999999,323753.9095,162376.575,8193771.784,2183640.181,598317.4095,0.55243,167272.8533,1.278753601,5.843448691,323400.1784,161377.3345,0.4962843668525726,162022.84389999998
2048,8425185.83,9681474.27,0.082633,93379.14295,55816.856120000004,1432281.591,242771.7297,51467.60669,0.30123,179784.9772,0.602059991,6.250414311,65358.37908,37562.28682999999,0.18381328552738732,27796.09225000001
600095,3547608.21,3547608.21,0.300662,56761.731360000005,18181.49208,815949.8883,244784.9665,39655.16457,0.65475,189513.2306,1.041392685,5.629330727,67129.61635,38580.23928000001,0.28993991360397264,28549.377069999988
600737,17358872.27,18094656.01,0.043157,272534.2946,97643.65652,9720968.471,2070566.284,443101.1849,0.17869000000000002,970235.4553,1.176091259,5.390515876,330718.1967,174890.63808,0.6385298070645508,155827.55861999997
600419,2858178.97,2858178.97,0.030619999999999998,36870.50871,30368.151560000002,800290.1116,210876.4444,46603.69421,0.8955799999999999,29839.38845,1.5051499780000002,5.911483381,11067.01188,6502.35715,0.3383754234529939,4564.65473
2461,9712696.12,15803165.35,0.004219,151518.0595,104411.4833,2719554.914,573826.0868,150916.2608,0.31190999999999997,620274.24,1.0791812459999999,5.756602823,98594.06395,47106.576199999996,0.31807424368771464,51487.48775
955,4408306.47,4414839.0,1.140992,69651.24222999999,35817.49007,2424568.559,526131.3772,146790.6542,0.27999,112975.73,0.0,6.218844356,21721.26888,33833.75215999999,0.6289584409795356,-12112.48327999999
723,35607293.1,38656050.58,0.133413,580398.8775,284858.3448,14598990.17,2481828.329,553447.7174,0.21063,1400122.1519999998,0.77815125,5.406911916,487641.87899999996,295540.5326999999,0.44347854669329184,192101.34630000003
2805,1144709.97,1718281.67,-0.001689,14079.932630000001,8442.236029000002,583802.0847,166091.6931,29398.22968,0.31632,39915.683189999996,1.491361694,5.692356917000001,12966.70219,5637.696601,0.6317984819312231,7329.005589
600078,3418875.96,3418875.96,0.084034,49231.813819999996,21795.33425,820530.2304,175183.2042,43270.25144,0.90569,8649.756179,0.602059991,5.493860731,48123.58518,27436.479569999996,0.2735668575396833,20687.105610000006
600746,2196605.2,2209298.67,0.089124,26359.2624,22515.2033,658981.56,120593.6255,20862.69721,0.93016,66588.26191,1.5051499780000002,5.584952082,2394.8488190000003,3844.0590999999986,0.3301918622525121,-1449.2102809999983
600844,4072516.64,4072516.64,-0.027505,55386.2263,44288.618460000005,2321334.485,496765.5797,112765.7866,1.12269,193729.6166,1.113943352,5.124531103,24148.394669999998,11097.607839999997,0.6504696323778015,13050.786830000001
600117,3731072.16,3731072.16,0.095092,60443.368989999995,32180.49738,895457.3184,175509.6344,29485.618580000002,0.9758600000000001,134990.1907,1.322219295,5.789573067999999,54914.75954,28262.871609999995,0.26844122726162867,26651.887930000004
600765,7958972.74,9550767.28,0.137931,113017.4129,56707.680770000006,2069332.9119999998,468703.9047,127018.7582,0.62345,368086.571,1.041392685,6.1952272079999995,65206.66981,56309.73212999999,0.30072370449174324,8896.93768000001
600843,2342726.59,2342726.59,0.047684,17101.90411,18741.812719999998,421690.7862,96778.03542999999,15000.59549,0.9881700000000001,25465.43803,1.113943352,6.62,7459.738676000001,-1639.9086099999986,0.20963455415841417,9099.647286
600741,81939296.34,81939296.34,0.0027010000000000003,969615.0067,809150.5514,18026645.19,2703996.7789999996,657071.2174,1.22777,234346.3875,0.602059991,6.1739595320000005,195766.6355,160464.45530000003,0.23190117274631794,35302.18019999997
603166,3510670.95,3529884.15,0.144787,49441.94921,23697.02891,1544695.218,345239.3812,62833.56737999999,0.14597000000000002,194390.7201,0.0,6.079254167,31923.70117,25744.920299999998,0.5084393874470109,6178.780870000002
601127,10640586.7,10715370.7,-0.095956,79804.40025,55863.08018,5639510.951,1223773.876,195803.8202,0.74684,362500.9908,1.5051499780000002,6.1,88461.90894,23941.32007000001,0.6081237298723613,64520.588869999985
568,126561927.0,126964744.6,0.06030599999999999,1759210.785,648629.8757,65812202.02,11484229.25,2549498.894,0.15049,2332342.359,0.602059991,7.033342062999999,1056162.445,1110580.9093,0.5656462429368415,-54418.464299999876
688009,8195844.55,59657444.56,0.071207,103814.031,72738.12038,4671631.393999999,700744.709,119827.3452,0.5509,3239399.24,0.0,5.888658297999999,55004.36174,31075.91062000001,0.601750869648478,23928.45111999999
601918,8393355.43,8393355.43,-0.04142,146883.72,68196.01287,2601940.183,550310.3488,124370.1388,0.50235,346225.9115,1.322219295,5.015309381000001,106857.9063,78687.70713,0.3527237997032613,28170.199170000007
426,7261588.06,9130845.33,0.19759000000000002,120542.3618,56277.30747000001,3630794.03,611788.7941,160900.4528,0.91894,235210.5757,0.301029996,5.731960252,64971.96992999999,64265.05432999999,0.5393093268093536,706.9156000000003
603609,9832817.63,10910861.0,0.003393,148475.5462,83578.94986000001,4719752.462,1364008.4619999998,306901.9039,0.43676000000000004,323834.3545,1.477121255,5.324684261,90465.85532,64896.596340000004,0.596585990416633,25569.25898
619,2084400.0,2084400.0,0.07024,30015.36,10943.1,1083888.0,246042.576,62740.85687999999,1.1067799999999999,71745.048,1.361727836,5.6867241989999995,41157.93708,19072.260000000002,0.6020790422400001,22085.67708
600217,6752823.17,7109938.08,0.005894,91838.39511,44737.4535,1553149.3290000001,248503.8927,68338.57048,1.23262,307220.4244,1.255272505,6.216273281,58122.56195,47100.941609999994,0.24537798399645286,11021.620340000009
860,39076284.98,39076284.98,0.052547,597867.1602,376109.2429,22664245.29,4317538.727,971446.2137,0.9033700000000001,440389.7317,1.4623979980000001,6.615617889,500285.8613,221757.91730000003,0.643445306819109,278527.94399999996
422,2603657.65,2603813.46,0.050725,43741.44852,20178.34679,442621.8005,79229.30228999999,22104.97534,0.9059799999999999,5754.427747,1.0791812459999999,5.819792095,38242.914110000005,23563.10173,0.18570187646419645,14679.812380000007
300775,1653483.5,16534835.0,0.0039109999999999995,10499.62023,11987.75538,512579.885,84319.39108,15261.809790000001,1.2747600000000001,110287.3495,1.230448921,6.58,34398.7359,-1488.13515,0.33332041786153416,35886.87105
600448,2784513.12,2839436.97,0.075547,43995.3073,14618.69388,1475791.9540000001,420600.7068,85381.94348,0.18980999999999998,133623.9038,1.113943352,5.03401528,36515.13048,29376.61342,0.6563515634140076,7138.517059999998
786,42997974.58,42997974.58,0.140233,644969.6187,252613.1007,20639027.8,3591190.837,761332.4574,0.45228999999999997,1987796.365,1.51851394,6.0045646139999995,435515.735,392356.518,0.5219338875223011,43159.217000000004
957,3954594.34,3954669.25,0.10066,26495.78208,29659.45755,1146832.3590000002,329714.3031,79461.14705,0.2788,18310.11863,0.0,5.928929891,-4524.055925,-3163.6754699999983,0.3596493058868436,-1360.3804550000013
600887,182749946.0,188621961.9,0.063596,2247824.336,1896030.69,32894990.28,6694130.522999999,1660144.37,0.63823,8889753.063,1.301029996,5.475633768,345813.1541,351793.6460000002,0.20273600909530445,-5980.491900000197
697,5996488.19,7119130.23,-0.047619,81952.00526,44224.1004,2938279.213,747792.0597,139837.1152,1.1411,253441.0362,0.301029996,5.979374111,44896.20679,37727.90486,0.5868083125292038,7168.301929999994
600545,6824665.48,11505156.88,0.020168000000000002,88151.92912,64834.322060000006,1160193.132,315572.5318,80470.99561,0.9891700000000001,636695.3817,0.477121255,6.6223545679999996,16788.67708,23317.607059999995,0.20716758149081788,-6528.9299799999935
912,7573440.0,7573440.0,0.05,121175.04,58694.16,2196297.6,426081.7344,111207.3327,1.0348899999999999,112465.584,0.9542425090000001,5.991354617000001,45173.67624,62480.87999999999,0.32279692963157564,-17307.20375999999
622,2028328.02,2028328.02,0.06473200000000001,8113.31208,12677.05013,791047.9278,167306.6367,39149.75299,0.61385,81701.05265,1.431363764,5.37,53804.84266,-4563.73805,0.4436511062680128,58368.58071
601118,21054784.76,21054784.76,0.071895,256868.3741,165806.43,4000409.104,976099.8215,233287.8573,0.39138,440255.5493,1.51851394,5.702863972,196238.4895,91061.9441,0.2244640580337977,105176.5454
600397,2791686.87,2791686.87,0.056179999999999994,46342.00204,23031.416680000002,474586.7679,95154.64696,18269.692219999997,1.22812,95196.52227,1.4471580309999998,6.164224055,10979.28571,23310.585359999997,0.1910674531818792,-12331.299649999997
600395,10112366.87,10112366.87,0.087189,150674.2664,64466.3388,2831462.724,505416.0962,112202.3733,1.09055,76247.2462,0.84509804,5.576843396,70000.83718,86207.9276,0.3060972047115138,-16207.090419999993
600740,4899972.37,11309718.23,0.07803500000000001,70559.60213,27562.34458,979994.474,241568.6378,58459.61036,0.5051399999999999,188193.7113,0.477121255,6.007034665,88660.34506,42997.257549999995,0.2369325667083041,45663.08751000001
600409,12875877.7,13046688.51,0.128571,168673.9979,106225.991,5407868.634,881482.5873,213318.7861,0.4731,372613.4238,0.0,5.846100005,109159.116,62448.00689999999,0.4501160307798947,46711.1091
2110,20625542.09,22946753.59,0.10900499999999999,313508.2398,162426.144,8456472.257000001,2274791.037,609643.9979,0.59387,82149.37785,1.4471580309999998,6.030076956,245810.5699,151082.09579999998,0.4977645632613034,94728.47410000002
960,17421945.53,17422025.4,0.081865,287462.1012,91465.21402999999,8710972.765,1733483.58,310293.5609,0.94357,90071.87132,1.322219295,5.873723641000001,322414.8795,195996.88717,0.5611353975809428,126417.99232999998
600592,6189084.81,6189084.81,0.10327599999999999,88503.91278,41002.68687,2599415.62,691444.555,111322.5734,0.22655999999999998,65975.64407000001,1.4471580309999998,6.168337527,54531.40735,47501.22591,0.5099842822813218,7030.18144
927,8247033.86,8247049.68,0.489914,51956.31332,57729.23702000001,3876105.914,887628.2544,225457.5766,0.45874,264317.9422,1.204119983,5.41,103445.4183,-5772.923700000007,0.5454726466115709,109218.342
600679,2845591.01,2845591.01,0.038721,31301.50111,18852.04044,1024412.7640000001,184906.5038,34762.42272,0.8794200000000001,143161.6837,0.477121255,6.626439555,8590.127861,12449.46067,0.39485844759310795,-3859.3328089999995
2066,1813350.0,1813350.0,0.08126699999999999,29920.275,13373.45625,525871.5,93079.2555,17498.90003,0.17928,75616.695,1.278753601,6.654304904,27682.82777,16546.818750000002,0.31669917804832826,11136.009019999998
600108,5665523.0,5665523.0,0.050541,74784.9036,57363.420379999996,1359725.52,207358.1418,31933.15384,0.2168,112177.3554,1.322219295,5.569855017999999,25174.04326,17421.48322000001,0.2542793836799265,7752.560039999989
300777,1235508.8,12352308.8,0.060804,21127.20048,11891.7722,259456.848,43459.022039999996,11560.09986,0.64056,521390.9544,1.322219295,5.963565891,4488.418144,9235.42828,0.22621078536031794,-4747.010136
600516,33057571.2,33057571.2,0.12801500000000002,512392.3536,359501.0868,12892452.77,2978156.5889999997,545002.6559,0.5426300000000001,809579.9187,1.5051499780000002,6.586729555,340030.1774,152891.26679999998,0.4546318052981847,187138.9106
603321,956664.0,2529680.0,0.053709,15019.6248,8370.81,507031.92,92786.84136,21897.69456,0.84135,46799.08,1.322219295,5.923867787000001,5485.27221,6648.8148,0.5824297335681493,-1163.54259
2843,1033200.0,1722000.0,0.002445,14464.8,9298.8,206640.0,60958.8,16215.0408,1.0744,78747.06,0.602059991,5.525637532999999,3605.868,5166.0,0.24984393280000003,-1560.132
603787,980408.7,2821320.0,0.12897999999999998,10539.39353,9558.984825,186277.65300000002,50760.66044,11877.99454,0.36305,116943.714,0.477121255,5.672208522000001,1254.9231359999999,980.4087049999998,0.23183035591699663,274.51443100000006
600099,1454956.8,1454956.8,0.064103,18671.9456,12003.3936,756577.536,171743.1007,44996.69238,0.42203,26902.15123,0.0,7.700766935,11669.966,6668.552,0.6019560918023242,5001.414000000001
600731,2358435.5,2564707.88,0.079223,36555.75025,24468.76831,471687.1,129949.7961,32227.54942,0.41528000000000004,54012.74795,1.342422681,5.714479947999999,22687.2651,12086.981939999998,0.24472955778946848,10600.283160000003
2774,687397.57,2611306.08,0.033783999999999995,8592.469625,7389.523878,391816.6149,97170.5205,26138.87001,0.28063,85233.03045,1.4623979980000001,5.6190141879999995,2460.024054,1202.9457469999998,0.6758465230183924,1257.0783070000002
300539,824982.96,1605868.3,0.068814,12292.2461,8868.56682,404241.6504,78827.12182999999,13794.746319999998,0.9444600000000001,28295.39945,0.903089987,5.72301855,2653.351445,3423.6792800000003,0.5472997180033488,-770.3278350000005
2013,25042476.68,25044130.42,0.08607200000000001,281727.8627,153385.1697,11519539.27,3260029.6139999996,593325.3898,0.17334000000000002,116956.0891,0.301029996,5.726004081,169412.3547,128342.693,0.5688205012055124,41069.6617
603067,2613072.0,2613072.0,0.086022,34753.8576,14371.896,1332666.72,337831.0135,64187.89257,0.82185,84062.52623999999,0.0,6.286237226,21992.13657,20381.961600000002,0.610007862469302,1610.1749699999964
600184,5769347.77,5769347.77,0.05685,41250.83656,33173.74968,1615417.376,342468.4836,66781.35431,0.4501,27115.93452,1.113943352,6.56,-6292.0199729999995,8077.086880000003,0.31905277829239825,-14369.106853000001
601015,4667957.89,5215326.31,0.056105999999999996,68152.18519,29174.736810000002,1213669.051,206323.7387,34249.74063,0.41263999999999995,119848.1986,1.361727836,5.712345722,65910.86521,38977.44838,0.2816051845557707,26933.416830000002
600063,7549507.19,7549507.19,0.12320899999999999,90594.08627999999,46240.73154,1962871.869,344484.0131,93699.65156,0.68267,211688.1816,0.602059991,7.363652172999999,24704.81859,44353.35473999999,0.28283613359058896,-19648.53614999999
2054,2382161.63,3194538.91,0.061280999999999995,33112.04666,11910.80815,1214902.4309999999,303725.6078,63478.65204,0.26486,118134.0489,1.4623979980000001,5.937844497,43865.36247,21201.23851,0.6072188518779424,22664.12396
600421,1596096.0,1596096.0,0.0,22185.7344,14364.864,303258.24,71568.94464,11880.444809999999,1.0067700000000002,24691.60512,1.301029996,5.0407281930000005,13537.92666,7820.870400000002,0.22289420812802235,5717.056259999998
901,6350471.01,6878936.04,0.088435,45405.86772,53979.00359,1968646.013,571891.6668,124672.3834,0.97951,335210.5532,0.477121255,6.036057975,-11059.34526,-8573.135869999998,0.3860191438725299,-2486.209390000002
603668,1880634.96,2813653.38,-0.038417,25764.69895,11753.9685,376126.992,60556.44571,14109.65185,0.6129,67583.95419,1.342422681,5.975547647999999,8896.813837,14010.730450000001,0.21384297311859393,-5113.916613000001
600096,7003309.43,7566677.17,0.055777,120456.9222,64780.61223,2731290.6780000003,685553.9601,163847.3965,1.12705,337549.4686,1.4623979980000001,5.57493866,97711.92399,55676.30997,0.46443635038717407,42035.61401999999
895,25620566.6,96358761.98,-0.06324600000000001,366374.1024,224179.9578,8454786.978,1669820.428,297228.0362,0.96439,1416473.801,1.342422681,5.172466171,292208.9672,142194.14459999997,0.3696847888716653,150014.82260000004
910,7654662.43,7745836.31,0.144844,135487.525,69848.79467,2066758.856,349282.2467,53789.46599,0.3057,44925.8506,0.77815125,6.137705303,57696.44397000001,65638.73032999999,0.29214932341632316,-7942.286359999984
600532,1945567.76,1945567.76,-0.0575,33074.65192,19455.6776,369657.8744,88533.06092,19388.74034,0.55921,101052.7895,1.230448921,6.555917083,11766.79381,13618.974319999998,0.22344246346494964,-1852.1805099999983
600197,7069267.01,7069267.01,0.084574,101797.4449,38880.96856,3393248.165,939929.7416,165427.6345,0.42323999999999995,117349.8324,0.0,6.0279377720000005,129104.6096,62916.47634,0.5897487851669759,66188.13326
878,19347914.12,23217609.13,0.217469,253457.675,103995.0384,5997853.377,938664.0535,202751.4356,0.45803,285112.2401,1.4471580309999998,5.559220421,221653.09,149462.63659999997,0.32969032107663293,72190.45340000003
973,4488735.85,4488843.51,0.008695,72268.64719,28054.599060000004,1660832.265,405243.0725,78617.15607000001,0.73432,27022.83793,1.51851394,6.223193146,100896.4578,44214.048129999996,0.43771873326713673,56682.40967000001
600426,32195952.13,32321729.23,0.18982000000000002,495817.6628,205249.1948,5151352.341,1421773.246,226061.9461,0.68424,761823.1579999999,1.278753601,5.7127691810000005,223447.1519,290568.468,0.19647661773077435,-67121.3161
600727,2488069.64,2488495.04,0.026049,33588.94014,13995.391730000001,920585.7668,179053.9316,40645.24248,1.07612,39567.07114,1.255272505,5.870934557000001,34484.64521,19593.548409999996,0.412458186992393,14891.096800000007
600313,2874699.84,3051800.23,0.052239,50594.71718,26231.63604,1466096.918,332804.0005,87860.25613,0.48967,17944.58535,1.51851394,5.895974082,42440.48735,24363.08114,0.5903455598285545,18077.406210000005
576,3256961.42,3370174.68,0.05694400000000001,54391.255710000005,27684.17207,651392.284,99337.32331,20562.825930000003,0.48732,98847.22336,0.477121255,5.844464263,18775.0798,26707.083640000004,0.21165895119977934,-7932.003840000005
818,13520379.63,13786200.0,0.883129,205509.7704,118303.3218,5002540.463,1408215.14,230947.283,0.3414,651260.088,0.602059991,6.067340687000001,195342.4449,87206.4486,0.45705274866066764,108135.9963
782,1557646.23,1843207.28,-0.123116,24922.33968,9345.87738,732093.7281,187782.0413,47884.42052,0.2364,40089.75834,1.146128036,6.147255755,33582.852719999995,15576.462300000001,0.5629164451178262,18006.390419999996
300589,809811.96,2604052.15,0.022293,8840.44723,4150.286295,129569.9136,19759.411819999998,5374.560015999999,0.2554,69189.66562999999,0.0,5.45099392,7129.044620999999,4690.160935,0.16909116415316364,2438.883685999999
600022,15653565.95,15653565.95,0.036232,281764.1871,93921.3957,3443784.5089999996,537230.3834,83270.70942999999,1.22444,179076.7945,1.113943352,5.766625406,252648.5544,187842.7914,0.23413605951962246,64805.763000000006
2082,2249100.0,2249100.0,0.148238,34636.14,23334.4125,1214514.0,297555.93,83018.10447,0.49651999999999996,32049.675,1.477121255,5.588417069,11787.70178,11301.7275,0.63789377904,485.97427999999854
600600,35491594.47,35491594.47,0.006116,500431.482,239568.2627,6743402.949,1399256.112,222481.7218,0.50478,274704.9412,1.146128036,5.483334252000001,573899.0826,260863.21930000003,0.2155486760336175,313035.86329999997
600213,1909600.0,1909600.0,0.12,23710.86667,12651.1,802032.0,230985.21600000001,55667.437060000004,0.24358000000000002,51540.10400000001,0.0,5.862240197,16921.443,11059.766669999999,0.5211555256316883,5861.67633
2046,2758720.44,3539356.28,0.033691000000000006,34759.877539999994,26207.84418,1048313.767,229580.715,60379.72805,0.86755,161642.4013,1.113943352,6.961032842000001,8953.978932,8552.033359999994,0.4357751711618013,401.945572000006
600495,5074401.72,5074401.72,0.026895,60047.087020000006,36155.11226,2232736.7569999998,622933.5551,102161.103,0.60683,183642.5982,0.0,5.53758687,31298.48694,23891.974760000005,0.5420213511899251,7406.512179999994
698,2639900.45,2753568.37,0.056603999999999995,42766.38729,23759.10405,395985.0675,114439.6845,19569.18605,0.38379,42349.88153,1.146128036,6.939462426,36189.867289999995,19007.283239999997,0.1867814479160985,17182.584049999998
600172,3453248.06,4196756.83,0.043011,50417.42168,19424.52034,552519.6896,112161.49699999999,23441.75287,0.38844,136688.37,1.4149733480000002,6.233058705,22934.74699,30992.90134,0.18029012198853273,-8058.154350000001
890,2080342.82,2080435.97,0.041825,30581.03945,20283.3425,1019367.9820000001,246687.0516,37003.05774,0.75742,112031.477,1.204119983,6.344418772999999,18978.6555,10297.696950000001,0.5791251984847228,8680.95855
600984,8120572.74,8551106.48,0.051935,58468.12372999999,42633.00689,3004611.914,483742.5181,95781.01858999999,1.02701,291849.2642,0.9542425090000001,4.58,55755.44539,15835.116839999995,0.39591974084920123,39920.328550000006
600235,2037540.0,2037540.0,0.274726,31581.87,11715.855,1018770.0,294933.915,44829.95508,0.22835,63795.3774,0.903089987,6.2123943729999995,39394.30775,19866.015,0.6233549023999999,19528.29275
600135,2651971.24,3544576.86,0.072398,45083.511080000004,18895.29509,1485103.894,358652.5905,80696.83286000001,0.67597,34417.84131,1.230448921,5.719174767,45803.18978,26188.215990000004,0.6599654766729793,19614.973789999996
2915,920772.3,3808504.52,0.076336,14916.51126,5064.24765,313062.582,64647.42318,16808.33003,0.36351,165784.2018,1.113943352,4.184179231,6285.744183,9852.263609999998,0.38419936351508394,-3566.5194269999984
603977,2541093.52,3212030.98,0.066234,32271.8877,23822.75175,559040.5744,140598.7045,33321.892960000005,0.2127,160922.7521,0.84509804,5.89987175,9065.922879000002,8449.13595,0.2621550583728347,616.7869290000017
603688,6341176.08,6341176.08,0.219987,98288.22924,68960.28987000001,2346235.15,556057.7305,117884.2389,0.17882,285669.9824,1.4471580309999998,5.312292381000001,23902.27059,29327.939369999993,0.4339616383984845,-5425.668779999993
600126,16514454.62,16514454.62,0.006173,295608.7377,154823.0121,2972601.832,820438.1055,137833.6017,0.3197,807887.12,1.322219295,5.803681902,253273.5204,140785.7256,0.22096966350704958,112487.7948
603655,750040.0,2338360.0,0.244219,10050.536,6656.605,202510.8,30376.62,6773.98626,0.73997,29603.6376,1.176091259,4.598894594,7568.46613,3393.9310000000005,0.28472651279999994,4174.535129999999
600282,15278164.43,15278164.43,0.045455,221533.3842,127954.6271,3972322.752,826243.1324,200777.0812,0.54789,619682.3493,1.176091259,5.580177182000001,177051.0085,93578.7571,0.29446285774114817,83472.2514
600166,13742151.38,13742151.38,0.071795,167196.1751,73864.06367,3985223.9,1161692.767,303201.8122,0.29975,43012.93382,0.477121255,5.422598852999999,61599.19356,93332.11142999999,0.3609671391084792,-31732.91786999999
737,1613354.4,1613354.4,0.07299299999999999,23877.645119999997,14520.1896,661475.304,157761.86,33129.9906,1.03536,83523.35729,0.301029996,6.817089257999999,9460.387531,9357.455519999998,0.4817402223166342,102.9320110000026
611,1226296.03,1297236.56,0.018568,18149.18124,9043.933221,429203.6105,100433.6449,27217.517760000002,0.6822699999999999,72074.46327000001,0.84509804,5.838196194,5372.0963329999995,9105.248019000002,0.40836011892824275,-3733.151686000003
903,4506442.69,5025542.19,-0.011628,56330.53363,35488.23618,1036481.819,220770.6274,50335.70304,0.18012999999999998,27740.992889999998,0.6989700040000001,5.585272538,12171.90171,20842.29745,0.2621512577259843,-8670.395739999998
983,19316841.66,19316856.0,0.060554,256913.9941,152120.1281,5795052.498,1309681.865,330039.8299,0.30872,831976.9879,1.301029996,6.529086675,145349.0921,104793.86600000001,0.3469783027522357,40555.2261
600597,15536392.49,15538746.49,0.13811700000000002,253243.1976,110696.7965,4350189.897,737357.1876,137148.4369,1.2795100000000001,370599.1038,0.84509804,5.951362127,219236.3649,142546.40110000002,0.30293490706313636,76689.96379999997
